family	cluster_id	count_in_family	n_in	p_in	count_outside_family	n_out	p_out	raw_names	evidence_subjects
CFPICI	FUNC:multispecies_head_closure	29	57	0.5088	1	82	0.0122	MULTISPECIES: phage head closure protein	WP_001020662.1 MULTISPECIES: phage head closure protein | WP_001020668.1 MULTISPECIES: phage head closure protein | WP_001020674.1 MULTISPECIES: phage head closure protein | WP_001201223.1 MULTISPECIES: phage head closure protein | WP_001201224.1 MULTISPECIES: phage head closure protein | WP_003586099.1 MULTISPECIES: phage head closure protein | WP_004150961.1 MULTISPECIES: phage head closure protein | WP_004174258.1 MULTISPECIES: phage head closure protein | WP_004245348.1 MULTISPECIES: phage head closure protein | WP_012424770.1 MULTISPECIES: phage head closure protein | WP_012492216.1 MULTISPECIES: phage head closure protein | WP_021538171.1 MULTISPECIES: phage head closure protein | WP_025315439.1 MULTISPECIES: phage head closure protein | WP_048288905.1 MULTISPECIES: phage head closure protein | WP_049335102.1 MULTISPECIES: phage head closure protein | WP_058654940.1 MULTISPECIES: phage head closure protein | WP_065805090.1 MULTISPECIES: phage head closure protein | WP_071687081.1 MULTISPECIES: phage head closure protein | WP_103301585.1 MULTISPECIES: phage head closure protein | WP_103848551.1 MULTISPECIES: phage head closure protein | WP_135023963.1 MULTISPECIES: phage head closure protein | WP_135911389.1 MULTISPECIES: phage head closure protein | WP_149608043.1 MULTISPECIES: phage head closure protein
CFPICI	FUNC:multispecies_head_tail_connector	36	57	0.6316	1	82	0.0122	MULTISPECIES: head-tail connector protein	WP_000123150.1 MULTISPECIES: head-tail connector protein | WP_000134107.1 MULTISPECIES: head-tail connector protein | WP_000134108.1 MULTISPECIES: head-tail connector protein | WP_000134109.1 MULTISPECIES: head-tail connector protein | WP_000134110.1 MULTISPECIES: head-tail connector protein | WP_000134113.1 MULTISPECIES: head-tail connector protein | WP_001287546.1 MULTISPECIES: head-tail connector protein | WP_001547824.1 MULTISPECIES: head-tail connector protein | WP_001650759.1 MULTISPECIES: head-tail connector protein | WP_003574397.1 MULTISPECIES: head-tail connector protein | WP_003586097.1 MULTISPECIES: head-tail connector protein | WP_004245347.1 MULTISPECIES: head-tail connector protein | WP_012425025.1 MULTISPECIES: head-tail connector protein | WP_023323295.1 MULTISPECIES: head-tail connector protein | WP_025315440.1 MULTISPECIES: head-tail connector protein | WP_025861186.1 MULTISPECIES: head-tail connector protein | WP_032660536.1 MULTISPECIES: head-tail connector protein | WP_037558410.1 MULTISPECIES: head-tail connector protein | WP_038679600.1 MULTISPECIES: head-tail connector protein | WP_063844875.1 MULTISPECIES: head-tail connector protein | WP_071687082.1 MULTISPECIES: head-tail connector protein
CFPICI	FUNC:multispecies_helicase_repa	1	57	0.0175	4	82	0.0488	MULTISPECIES: helicase RepA family protein	WP_000761761.1 MULTISPECIES: helicase RepA family protein | WP_000833618.1 MULTISPECIES: helicase RepA family protein | WP_000833622.1 MULTISPECIES: helicase RepA family protein | WP_023304525.1 MULTISPECIES: helicase RepA family protein | WP_024797469.1 MULTISPECIES: helicase RepA family protein
CFPICI	FUNC:multispecies_helix_turn_helix	15	57	0.2632	15	82	0.1829	MULTISPECIES: helix-turn-helix domain-containing protein	WP_000090006.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_000243849.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_000794247.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_001107589.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_001260004.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_002512180.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_003594046.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_004174242.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_005701719.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_005879194.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_005879196.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_011834153.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_011836146.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_012424042.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_012898677.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_014570685.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_014570686.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_014735188.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_015604674.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_016090297.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_016090298.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_023164689.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_025776519.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_031914433.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_038679586.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_041712334.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_045341105.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_050439619.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_062931970.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_062931971.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_064542224.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_070717231.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_072031770.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_074195213.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_077868537.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_103301597.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_239613089.1 MULTISPECIES: helix-turn-helix domain-containing protein | WP_262350414.1 MULTISPECIES: helix-turn-helix domain-containing protein
CFPICI	FUNC:multispecies_helix_turn_helix_transcriptional_regulator	19	57	0.3333	26	82	0.3171	MULTISPECIES: helix-turn-helix transcriptional regulator	WP_000126307.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_000387478.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_001075377.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_001165816.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_001206970.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_001206975.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_001241280.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_001547839.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_005764228.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_010286533.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_014915001.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_019077824.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_023301291.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_024414032.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_025315429.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_033577577.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_038434559.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_039127985.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_041382034.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_041382036.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_045286856.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_045339018.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_047026876.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_047072697.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_048210781.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_050163129.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_065805076.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_071609858.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_103848554.1 MULTISPECIES: helix-turn-helix transcriptional regulator | WP_135023926.1 MULTISPECIES: helix-turn-helix transcriptional regulator
CFPICI	FUNC:multispecies_hk97_prohead_protease	32	57	0.5614	2	82	0.0244	MULTISPECIES: HK97 family phage prohead protease	WP_000504050.1 MULTISPECIES: HK97 family phage prohead protease | WP_000504054.1 MULTISPECIES: HK97 family phage prohead protease | WP_000504056.1 MULTISPECIES: HK97 family phage prohead protease | WP_000798770.1 MULTISPECIES: HK97 family phage prohead protease | WP_000798773.1 MULTISPECIES: HK97 family phage prohead protease | WP_000848270.1 MULTISPECIES: HK97 family phage prohead protease | WP_000987369.1 MULTISPECIES: HK97 family phage prohead protease | WP_001547826.1 MULTISPECIES: HK97 family phage prohead protease | WP_019077813.1 MULTISPECIES: HK97 family phage prohead protease | WP_021214769.1 MULTISPECIES: HK97 family phage prohead protease | WP_021538173.1 MULTISPECIES: HK97 family phage prohead protease | WP_023195107.1 MULTISPECIES: HK97 family phage prohead protease | WP_031914425.1 MULTISPECIES: HK97 family phage prohead protease | WP_039128010.1 MULTISPECIES: HK97 family phage prohead protease | WP_048618033.1 MULTISPECIES: HK97 family phage prohead protease | WP_049007540.1 MULTISPECIES: HK97 family phage prohead protease | WP_053017517.1 MULTISPECIES: HK97 family phage prohead protease | WP_053026193.1 MULTISPECIES: HK97 family phage prohead protease | WP_060579289.1 MULTISPECIES: HK97 family phage prohead protease | WP_064138402.1 MULTISPECIES: HK97 family phage prohead protease | WP_065805086.1 MULTISPECIES: HK97 family phage prohead protease | WP_077139445.1 MULTISPECIES: HK97 family phage prohead protease | WP_079773308.1 MULTISPECIES: HK97 family phage prohead protease | WP_080783603.1 MULTISPECIES: HK97 family phage prohead protease | WP_101999636.1 MULTISPECIES: HK97 family phage prohead protease | WP_103360826.1 MULTISPECIES: HK97 family phage prohead protease | WP_146877134.1 MULTISPECIES: HK97 family phage prohead protease | WP_197537132.1 MULTISPECIES: HK97 family phage prohead protease
CFPICI	FUNC:multispecies_hnh_endonuclease	9	57	0.1579	0	82	0.0000	MULTISPECIES: HNH endonuclease	WP_004245346.1 MULTISPECIES: HNH endonuclease | WP_012425247.1 MULTISPECIES: HNH endonuclease | WP_032455328.1 MULTISPECIES: HNH endonuclease | WP_032672058.1 MULTISPECIES: HNH endonuclease | WP_037589583.1 MULTISPECIES: HNH endonuclease | WP_048213275.1 MULTISPECIES: HNH endonuclease | WP_064138403.1 MULTISPECIES: HNH endonuclease | WP_119633652.1 MULTISPECIES: HNH endonuclease | WP_233643641.1 MULTISPECIES: HNH endonuclease
CFPICI	FUNC:multispecies_hnh_endonuclease_signature_motif	27	57	0.4737	1	82	0.0122	MULTISPECIES: HNH endonuclease signature motif containing protein	WP_001145897.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_001145903.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_001145905.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_001547823.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_001576609.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_004150959.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_021538170.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_023165946.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_025315441.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_044704018.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_047723297.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_058654938.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_071687083.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_079773304.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_101999634.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_103848550.1 MULTISPECIES: HNH endonuclease signature motif containing protein | WP_149608042.1 MULTISPECIES: HNH endonuclease signature motif containing protein
CFPICI	FUNC:multispecies_host_cell_division_inhibitor_icd	25	57	0.4386	17	82	0.2073	MULTISPECIES: host cell division inhibitor Icd-like protein	WP_000226782.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_000226783.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_000226784.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_000764070.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_000980227.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_001230911.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_001244082.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_001247058.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_001352454.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_001453500.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_001554854.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_004174243.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_012311676.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_014914999.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_023301289.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_032346737.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_033112023.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_039291223.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_047039161.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_048618050.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_057951293.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_071531908.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_071843246.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_081003611.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_106918304.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_128301480.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_158236511.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_199953417.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_306438019.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_346655495.1 MULTISPECIES: host cell division inhibitor Icd-like protein | WP_373371126.1 MULTISPECIES: host cell division inhibitor Icd-like protein
CFPICI	FUNC:multispecies_ii_toxin_antitoxin_system_toxin_tsct	1	57	0.0175	0	82	0.0000	MULTISPECIES: type II toxin-antitoxin system toxin TscT	WP_135023934.1 MULTISPECIES: type II toxin-antitoxin system toxin TscT
CFPICI	FUNC:multispecies_integrase	3	57	0.0526	8	82	0.0976	MULTISPECIES: integrase | MULTISPECIES: integrase domain-containing protein | MULTISPECIES: integrase family protein	WP_000101718.1 MULTISPECIES: integrase domain-containing protein | WP_000101910.1 MULTISPECIES: integrase domain-containing protein | WP_001650768.1 MULTISPECIES: integrase family protein | WP_047669966.1 MULTISPECIES: integrase family protein | WP_077763187.1 MULTISPECIES: integrase | WP_101999641.1 MULTISPECIES: integrase family protein | WP_149608049.1 MULTISPECIES: integrase family protein | WP_198236630.1 MULTISPECIES: integrase domain-containing protein
