query_id	accession	family	region	batch	record	query_length	family_supported_bp_core_region	core_region_family_coverage	family_supported_weighted_pident	top_contributing_reference	top_reference_supported_bp	top_reference_query_fraction	top_reference_weighted_pident	n_references_hit	n_hsps_total
NZ_CP168981.1|CFPICI|R4|core|batch=005|record=NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome|start=2982242|end=2987386|strand=-1	NZ_CP168981.1	CFPICI	R4	005	NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome	5145	5145	1.0	97.8	CP028126.1_2294845_2309731	5145	1.0	100.0	10	10
NZ_CP169003.1|CFPICI|R4|core|batch=005|record=NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome|start=2931542|end=2936686|strand=-1	NZ_CP169003.1	CFPICI	R4	005	NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome	5145	5145	1.0	97.8	CP028126.1_2294845_2309731	5145	1.0	100.0	10	10
NZ_CP172108.1|CFPICI|R1|core|batch=005|record=NZ_CP172108.1_Escherichia_coli_strain_QL57EC_chromosome__complete_genome|start=460401|end=465537|strand=1	NZ_CP172108.1	CFPICI	R1	005	NZ_CP172108.1_Escherichia_coli_strain_QL57EC_chromosome__complete_genome	5137	5137	1.0	89.961	CP017289.1_4878850_4894260	5107	0.9942	91.274	10	19
NZ_CP172108.1|CFPICI|R2|core|batch=005|record=NZ_CP172108.1_Escherichia_coli_strain_QL57EC_chromosome__complete_genome|start=3807370|end=3812510|strand=-1	NZ_CP172108.1	CFPICI	R2	005	NZ_CP172108.1_Escherichia_coli_strain_QL57EC_chromosome__complete_genome	5141	5141	1.0	90.189	AASLTG010000005.1_198328_214392	5141	1.0	92.732	10	14
NZ_CP189657.1|CFPICI|R1|core|batch=005|record=NZ_CP189657.1_Escherichia_coli_strain_602687_chromosome__complete_genome|start=1945754|end=1952719|strand=1	NZ_CP189657.1	CFPICI	R1	005	NZ_CP189657.1_Escherichia_coli_strain_602687_chromosome__complete_genome	6966	83	0.0119	92.638	CP000970.1_955625_970780	83	0.0119	92.771	2	2
NZ_CP196412.1|CFPICI|R1|core|batch=005|record=NZ_CP196412.1_Escherichia_coli_strain_W12-1_chromosome__complete_genome|start=3782324|end=3789290|strand=-1	NZ_CP196412.1	CFPICI	R1	005	NZ_CP196412.1_Escherichia_coli_strain_W12-1_chromosome__complete_genome	6967	83	0.0119	93.865	CP000970.1_955625_970780	83	0.0119	93.976	2	2
NZ_CP200247.1|CFPICI|R1|core|batch=005|record=NZ_CP200247.1_Escherichia_coli_strain_Yu5_chromosome__complete_genome|start=1531688|end=1538653|strand=-1	NZ_CP200247.1	CFPICI	R1	005	NZ_CP200247.1_Escherichia_coli_strain_Yu5_chromosome__complete_genome	6966	83	0.0119	93.865	CP000970.1_955625_970780	83	0.0119	93.976	2	2
AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	AP018499.1	PICI	R1	001	AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome	12679	10565	0.8333	91.257	CP000425.1_2115981_2128907	9373	0.7393	98.806	9	48
AP018499.1|PICI|R2|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=612505|end=622090|strand=mixed	AP018499.1	PICI	R2	001	AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome	9586	7337	0.7654	88.215	CP000425.1_2115981_2128907	5669	0.5914	85.301	8	48
AP040133.1|PICI|R1|core|batch=001|record=AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome|start=382674|end=391104|strand=mixed	AP040133.1	PICI	R1	001	AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome	8431	445	0.0528	75.947	SDLZ01000003.1_23159_39035	445	0.0528	75.947	1	2
AP040133.1|PICI|R2|core|batch=001|record=AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome|start=837401|end=848729|strand=mixed	AP040133.1	PICI	R2	001	AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome	11329	2414	0.2131	96.119	CP000255.1_881837_895809	2223	0.1962	98.606	2	3
AP040133.1|PICI|R3|core|batch=001|record=AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome|start=2147042|end=2158727|strand=mixed	AP040133.1	PICI	R3	001	AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome	11686	2126	0.1819	90.938	CP000255.1_881837_895809	1890	0.1617	93.572	2	4
AP040133.1|PICI|R4|core|batch=001|record=AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome|start=2133589|end=2148010|strand=mixed	AP040133.1	PICI	R4	001	AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome	14422	1867	0.1295	93.155	CP000255.1_881837_895809	1867	0.1295	93.155	1	2
BAAHSV010000001.1|PICI|R1|core|batch=001|record=BAAHSV010000001.1_Staphylococcus_aureus_JMUB7470_DNA__sequence001__whole_genome_shotgun_sequence|start=534582|end=546926|strand=mixed	BAAHSV010000001.1	PICI	R1	001	BAAHSV010000001.1_Staphylococcus_aureus_JMUB7470_DNA__sequence001__whole_genome_shotgun_sequence	12345	12345	1.0	97.227	CP000255.1_881837_895809	12345	1.0	98.555	2	4
BAAHSY010000001.1|PICI|R1|core|batch=001|record=BAAHSY010000001.1_Staphylococcus_aureus_JMUB7473_DNA__sequence001__whole_genome_shotgun_sequence|start=278486|end=290830|strand=mixed	BAAHSY010000001.1	PICI	R1	001	BAAHSY010000001.1_Staphylococcus_aureus_JMUB7473_DNA__sequence001__whole_genome_shotgun_sequence	12345	12345	1.0	97.227	CP000255.1_881837_895809	12345	1.0	98.555	2	4
BAAHSZ010000001.1|PICI|R1|core|batch=001|record=BAAHSZ010000001.1_Staphylococcus_aureus_JMUB7474_DNA__sequence001__whole_genome_shotgun_sequence|start=95551|end=103981|strand=mixed	BAAHSZ010000001.1	PICI	R1	001	BAAHSZ010000001.1_Staphylococcus_aureus_JMUB7474_DNA__sequence001__whole_genome_shotgun_sequence	8431	445	0.0528	75.947	SDLZ01000003.1_23159_39035	445	0.0528	75.947	1	2
BAAHTL010000001.1|PICI|R1|core|batch=001|record=BAAHTL010000001.1_Staphylococcus_aureus_JMUB7486_DNA__sequence001__whole_genome_shotgun_sequence|start=95630|end=104060|strand=mixed	BAAHTL010000001.1	PICI	R1	001	BAAHTL010000001.1_Staphylococcus_aureus_JMUB7486_DNA__sequence001__whole_genome_shotgun_sequence	8431	445	0.0528	75.947	SDLZ01000003.1_23159_39035	445	0.0528	75.947	1	2
BAAHTM010000001.1|PICI|R1|core|batch=001|record=BAAHTM010000001.1_Staphylococcus_aureus_JMUB7487_DNA__sequence001__whole_genome_shotgun_sequence|start=91904|end=100334|strand=mixed	BAAHTM010000001.1	PICI	R1	001	BAAHTM010000001.1_Staphylococcus_aureus_JMUB7487_DNA__sequence001__whole_genome_shotgun_sequence	8431	445	0.0528	75.947	SDLZ01000003.1_23159_39035	445	0.0528	75.947	1	2
BAAHTN010000001.1|PICI|R1|core|batch=001|record=BAAHTN010000001.1_Staphylococcus_aureus_JMUB7488_DNA__sequence001__whole_genome_shotgun_sequence|start=561734|end=574078|strand=mixed	BAAHTN010000001.1	PICI	R1	001	BAAHTN010000001.1_Staphylococcus_aureus_JMUB7488_DNA__sequence001__whole_genome_shotgun_sequence	12345	12345	1.0	97.213	CP000255.1_881837_895809	12345	1.0	98.54	2	4
BAAHTR010000001.1|PICI|R1|core|batch=001|record=BAAHTR010000001.1_Staphylococcus_aureus_JMUB7492_DNA__sequence001__whole_genome_shotgun_sequence|start=95545|end=103975|strand=mixed	BAAHTR010000001.1	PICI	R1	001	BAAHTR010000001.1_Staphylococcus_aureus_JMUB7492_DNA__sequence001__whole_genome_shotgun_sequence	8431	445	0.0528	75.947	SDLZ01000003.1_23159_39035	445	0.0528	75.947	1	2
BAAHTS010000002.1|PICI|R1|core|batch=001|record=BAAHTS010000002.1_Staphylococcus_aureus_JMUB7493_DNA__sequence002__whole_genome_shotgun_sequence|start=258387|end=266817|strand=mixed	BAAHTS010000002.1	PICI	R1	001	BAAHTS010000002.1_Staphylococcus_aureus_JMUB7493_DNA__sequence002__whole_genome_shotgun_sequence	8431	445	0.0528	75.947	SDLZ01000003.1_23159_39035	445	0.0528	75.947	1	2
BAAHTT010000002.1|PICI|R1|core|batch=001|record=BAAHTT010000002.1_Staphylococcus_aureus_JMUB7494_DNA__sequence002__whole_genome_shotgun_sequence|start=326951|end=335381|strand=mixed	BAAHTT010000002.1	PICI	R1	001	BAAHTT010000002.1_Staphylococcus_aureus_JMUB7494_DNA__sequence002__whole_genome_shotgun_sequence	8431	445	0.0528	75.947	SDLZ01000003.1_23159_39035	445	0.0528	75.947	1	2
BAAHTU010000006.1|PICI|R1|core|batch=001|record=BAAHTU010000006.1_Staphylococcus_aureus_JMUB7495_DNA__sequence006__whole_genome_shotgun_sequence|start=90994|end=96839|strand=mixed	BAAHTU010000006.1	PICI	R1	001	BAAHTU010000006.1_Staphylococcus_aureus_JMUB7495_DNA__sequence006__whole_genome_shotgun_sequence	5846	2378	0.4068	92.363	CP000255.1_881837_895809	1737	0.2971	98.217	2	5
BAAHTU010000006.1|PICI|R2|core|batch=001|record=BAAHTU010000006.1_Staphylococcus_aureus_JMUB7495_DNA__sequence006__whole_genome_shotgun_sequence|start=95025|end=106940|strand=mixed	BAAHTU010000006.1	PICI	R2	001	BAAHTU010000006.1_Staphylococcus_aureus_JMUB7495_DNA__sequence006__whole_genome_shotgun_sequence	11916	3744	0.3142	89.998	CP000255.1_881837_895809	2180	0.1829	93.687	2	6
BAAHTV010000001.1|PICI|R1|core|batch=001|record=BAAHTV010000001.1_Staphylococcus_aureus_JMUB7496_DNA__sequence001__whole_genome_shotgun_sequence|start=90994|end=96839|strand=mixed	BAAHTV010000001.1	PICI	R1	001	BAAHTV010000001.1_Staphylococcus_aureus_JMUB7496_DNA__sequence001__whole_genome_shotgun_sequence	5846	2378	0.4068	92.363	CP000255.1_881837_895809	1737	0.2971	98.217	2	5
BAAHTV010000001.1|PICI|R2|core|batch=001|record=BAAHTV010000001.1_Staphylococcus_aureus_JMUB7496_DNA__sequence001__whole_genome_shotgun_sequence|start=95025|end=106940|strand=mixed	BAAHTV010000001.1	PICI	R2	001	BAAHTV010000001.1_Staphylococcus_aureus_JMUB7496_DNA__sequence001__whole_genome_shotgun_sequence	11916	3744	0.3142	89.998	CP000255.1_881837_895809	2180	0.1829	93.687	2	6
BAAHTW010000002.1|PICI|R1|core|batch=001|record=BAAHTW010000002.1_Staphylococcus_aureus_JMUB7497_DNA__sequence002__whole_genome_shotgun_sequence|start=90994|end=96839|strand=mixed	BAAHTW010000002.1	PICI	R1	001	BAAHTW010000002.1_Staphylococcus_aureus_JMUB7497_DNA__sequence002__whole_genome_shotgun_sequence	5846	2378	0.4068	92.363	CP000255.1_881837_895809	1737	0.2971	98.217	2	5
BAAHTW010000002.1|PICI|R2|core|batch=001|record=BAAHTW010000002.1_Staphylococcus_aureus_JMUB7497_DNA__sequence002__whole_genome_shotgun_sequence|start=95025|end=106940|strand=mixed	BAAHTW010000002.1	PICI	R2	001	BAAHTW010000002.1_Staphylococcus_aureus_JMUB7497_DNA__sequence002__whole_genome_shotgun_sequence	11916	3744	0.3142	89.998	CP000255.1_881837_895809	2180	0.1829	93.687	2	6
BAAHTX010000005.1|PICI|R1|core|batch=001|record=BAAHTX010000005.1_Staphylococcus_aureus_JMUB7498_DNA__sequence005__whole_genome_shotgun_sequence|start=108832|end=114677|strand=mixed	BAAHTX010000005.1	PICI	R1	001	BAAHTX010000005.1_Staphylococcus_aureus_JMUB7498_DNA__sequence005__whole_genome_shotgun_sequence	5846	2378	0.4068	92.323	CP000255.1_881837_895809	1737	0.2971	98.159	2	5
BAAHTX010000005.1|PICI|R2|core|batch=001|record=BAAHTX010000005.1_Staphylococcus_aureus_JMUB7498_DNA__sequence005__whole_genome_shotgun_sequence|start=98731|end=110646|strand=mixed	BAAHTX010000005.1	PICI	R2	001	BAAHTX010000005.1_Staphylococcus_aureus_JMUB7498_DNA__sequence005__whole_genome_shotgun_sequence	11916	3744	0.3142	89.971	CP000255.1_881837_895809	2180	0.1829	93.641	2	6
BAAHTY010000005.1|PICI|R1|core|batch=001|record=BAAHTY010000005.1_Staphylococcus_aureus_JMUB7499_DNA__sequence005__whole_genome_shotgun_sequence|start=108825|end=114670|strand=mixed	BAAHTY010000005.1	PICI	R1	001	BAAHTY010000005.1_Staphylococcus_aureus_JMUB7499_DNA__sequence005__whole_genome_shotgun_sequence	5846	2378	0.4068	92.323	CP000255.1_881837_895809	1737	0.2971	98.159	2	5
BAAHTY010000005.1|PICI|R2|core|batch=001|record=BAAHTY010000005.1_Staphylococcus_aureus_JMUB7499_DNA__sequence005__whole_genome_shotgun_sequence|start=98724|end=110639|strand=mixed	BAAHTY010000005.1	PICI	R2	001	BAAHTY010000005.1_Staphylococcus_aureus_JMUB7499_DNA__sequence005__whole_genome_shotgun_sequence	11916	3744	0.3142	89.971	CP000255.1_881837_895809	2180	0.1829	93.641	2	6
BAAHUE010000001.1|PICI|R1|core|batch=001|record=BAAHUE010000001.1_Staphylococcus_aureus_JMUB7505_DNA__sequence001__whole_genome_shotgun_sequence|start=91340|end=97145|strand=mixed	BAAHUE010000001.1	PICI	R1	001	BAAHUE010000001.1_Staphylococcus_aureus_JMUB7505_DNA__sequence001__whole_genome_shotgun_sequence	5806	2474	0.4261	90.593	CP000255.1_881837_895809	1655	0.285	98.069	2	6
BAAHUE010000001.1|PICI|R2|core|batch=001|record=BAAHUE010000001.1_Staphylococcus_aureus_JMUB7505_DNA__sequence001__whole_genome_shotgun_sequence|start=95331|end=107171|strand=mixed	BAAHUE010000001.1	PICI	R2	001	BAAHUE010000001.1_Staphylococcus_aureus_JMUB7505_DNA__sequence001__whole_genome_shotgun_sequence	11841	3945	0.3332	88.693	CP000255.1_881837_895809	2180	0.1841	93.373	2	6
BAAHUX010000007.1|PICI|R1|core|batch=001|record=BAAHUX010000007.1_Staphylococcus_aureus_JMUB7524_DNA__sequence007__whole_genome_shotgun_sequence|start=106605|end=112450|strand=mixed	BAAHUX010000007.1	PICI	R1	001	BAAHUX010000007.1_Staphylococcus_aureus_JMUB7524_DNA__sequence007__whole_genome_shotgun_sequence	5846	2378	0.4068	92.363	CP000255.1_881837_895809	1737	0.2971	98.217	2	5
BAAHUX010000007.1|PICI|R2|core|batch=001|record=BAAHUX010000007.1_Staphylococcus_aureus_JMUB7524_DNA__sequence007__whole_genome_shotgun_sequence|start=96504|end=108419|strand=mixed	BAAHUX010000007.1	PICI	R2	001	BAAHUX010000007.1_Staphylococcus_aureus_JMUB7524_DNA__sequence007__whole_genome_shotgun_sequence	11916	3744	0.3142	89.998	CP000255.1_881837_895809	2180	0.1829	93.687	2	6
BAAHVB010000006.1|PICI|R1|core|batch=001|record=BAAHVB010000006.1_Staphylococcus_aureus_JMUB7528_DNA__sequence006__whole_genome_shotgun_sequence|start=36173|end=42018|strand=mixed	BAAHVB010000006.1	PICI	R1	001	BAAHVB010000006.1_Staphylococcus_aureus_JMUB7528_DNA__sequence006__whole_genome_shotgun_sequence	5846	2378	0.4068	92.363	CP000255.1_881837_895809	1737	0.2971	98.217	2	5
BAAHVB010000006.1|PICI|R2|core|batch=001|record=BAAHVB010000006.1_Staphylococcus_aureus_JMUB7528_DNA__sequence006__whole_genome_shotgun_sequence|start=40204|end=52119|strand=mixed	BAAHVB010000006.1	PICI	R2	001	BAAHVB010000006.1_Staphylococcus_aureus_JMUB7528_DNA__sequence006__whole_genome_shotgun_sequence	11916	3744	0.3142	89.998	CP000255.1_881837_895809	2180	0.1829	93.687	2	6
BAAHVC010000001.1|PICI|R1|core|batch=001|record=BAAHVC010000001.1_Staphylococcus_aureus_JMUB7529_DNA__sequence001__whole_genome_shotgun_sequence|start=163951|end=176295|strand=mixed	BAAHVC010000001.1	PICI	R1	001	BAAHVC010000001.1_Staphylococcus_aureus_JMUB7529_DNA__sequence001__whole_genome_shotgun_sequence	12345	12345	1.0	97.22	CP000255.1_881837_895809	12345	1.0	98.547	2	4
BAAHVD010000003.1|PICI|R1|core|batch=001|record=BAAHVD010000003.1_Staphylococcus_aureus_JMUB7530_DNA__sequence003__whole_genome_shotgun_sequence|start=36174|end=42019|strand=mixed	BAAHVD010000003.1	PICI	R1	001	BAAHVD010000003.1_Staphylococcus_aureus_JMUB7530_DNA__sequence003__whole_genome_shotgun_sequence	5846	2378	0.4068	92.363	CP000255.1_881837_895809	1737	0.2971	98.217	2	5
BAAHVD010000003.1|PICI|R2|core|batch=001|record=BAAHVD010000003.1_Staphylococcus_aureus_JMUB7530_DNA__sequence003__whole_genome_shotgun_sequence|start=40205|end=52120|strand=mixed	BAAHVD010000003.1	PICI	R2	001	BAAHVD010000003.1_Staphylococcus_aureus_JMUB7530_DNA__sequence003__whole_genome_shotgun_sequence	11916	3744	0.3142	89.998	CP000255.1_881837_895809	2180	0.1829	93.687	2	6
BX571856.1|PICI|R1|core|batch=001|record=BX571856.1_Staphylococcus_aureus_subsp._aureus_strain_MRSA252__complete_genome|start=420468|end=426007|strand=mixed	BX571856.1	PICI	R1	001	BX571856.1_Staphylococcus_aureus_subsp._aureus_strain_MRSA252__complete_genome	5540	2233	0.4031	91.877	CP000255.1_881837_895809	1637	0.2955	97.563	2	6
BX571856.1|PICI|R2|core|batch=001|record=BX571856.1_Staphylococcus_aureus_subsp._aureus_strain_MRSA252__complete_genome|start=410176|end=422282|strand=mixed	BX571856.1	PICI	R2	001	BX571856.1_Staphylococcus_aureus_subsp._aureus_strain_MRSA252__complete_genome	12107	4084	0.3373	93.143	CP000255.1_881837_895809	2626	0.2169	96.726	2	4
BX571857.1|PICI|R1|core|batch=001|record=BX571857.1_Staphylococcus_aureus_strain_MSSA476__complete_genome|start=384755|end=393185|strand=mixed	BX571857.1	PICI	R1	001	BX571857.1_Staphylococcus_aureus_strain_MSSA476__complete_genome	8431	445	0.0528	75.947	SDLZ01000003.1_23159_39035	445	0.0528	75.947	1	2
BX950851.1|PICI|R1|core|batch=010|record=BX950851.1_Erwinia_carotovora_subsp._atroseptica_SCRI1043__complete_genome|start=3092131|end=3100777|strand=mixed	BX950851.1	PICI	R1	010	BX950851.1_Erwinia_carotovora_subsp._atroseptica_SCRI1043__complete_genome	8647	8647	1.0	93.101	NC_004547.2_3091994_3101397	8647	1.0	100.0	10	16
CM132592.1|PICI|R1|core|batch=001|record=CM132592.1_Lactococcus_lactis_strain_BIM_B-425_chromosome__complete_sequence__whole_genome_shotgun_sequence|start=2313133|end=2323263|strand=mixed	CM132592.1	PICI	R1	001	CM132592.1_Lactococcus_lactis_strain_BIM_B-425_chromosome__complete_sequence__whole_genome_shotgun_sequence	10131	8889	0.8774	88.412	CP000425.1_2115981_2128907	7246	0.7152	87.748	7	50
CM132592.1|PICI|R2|core|batch=001|record=CM132592.1_Lactococcus_lactis_strain_BIM_B-425_chromosome__complete_sequence__whole_genome_shotgun_sequence|start=35432|end=45703|strand=mixed	CM132592.1	PICI	R2	001	CM132592.1_Lactococcus_lactis_strain_BIM_B-425_chromosome__complete_sequence__whole_genome_shotgun_sequence	10272	9323	0.9076	92.002	AM406671.1_32370_51783	7538	0.7338	96.231	8	60
CM132592.1|PICI|R3|core|batch=001|record=CM132592.1_Lactococcus_lactis_strain_BIM_B-425_chromosome__complete_sequence__whole_genome_shotgun_sequence|start=36187|end=50998|strand=mixed	CM132592.1	PICI	R3	001	CM132592.1_Lactococcus_lactis_strain_BIM_B-425_chromosome__complete_sequence__whole_genome_shotgun_sequence	14812	8704	0.5876	92.352	AM406671.1_32370_51783	7328	0.4947	96.772	8	54
CP002114.3|PICI|R1|core|batch=001|record=CP002114.3_Staphylococcus_aureus_subsp._aureus_JKD6159_chromosome__complete_genome|start=387979|end=396416|strand=mixed	CP002114.3	PICI	R1	001	CP002114.3_Staphylococcus_aureus_subsp._aureus_JKD6159_chromosome__complete_genome	8438	545	0.0646	72.504	SDLZ01000003.1_23159_39035	545	0.0646	72.504	1	1
CP002120.1|PICI|R1|core|batch=001|record=CP002120.1_Staphylococcus_aureus_subsp._aureus_str._JKD6008__complete_genome|start=396228|end=407121|strand=mixed	CP002120.1	PICI	R1	001	CP002120.1_Staphylococcus_aureus_subsp._aureus_str._JKD6008__complete_genome	10894	2274	0.2087	91.718	CP000255.1_881837_895809	1637	0.1503	97.746	2	6
CP002120.1|PICI|R2|core|batch=001|record=CP002120.1_Staphylococcus_aureus_subsp._aureus_str._JKD6008__complete_genome|start=391631|end=406571|strand=mixed	CP002120.1	PICI	R2	001	CP002120.1_Staphylococcus_aureus_subsp._aureus_str._JKD6008__complete_genome	14941	4432	0.2966	92.895	CP000255.1_881837_895809	2865	0.1918	96.342	2	7
CP039156.1|PICI|R1|core|batch=001|record=CP039156.1_Staphylococcus_aureus_strain_WCUH29_chromosome__complete_genome|start=399363|end=406203|strand=mixed	CP039156.1	PICI	R1	001	CP039156.1_Staphylococcus_aureus_strain_WCUH29_chromosome__complete_genome	6841	1071	0.1566	82.455	SDLZ01000003.1_23159_39035	921	0.1346	78.947	2	6
CP039156.1|PICI|R2|core|batch=001|record=CP039156.1_Staphylococcus_aureus_strain_WCUH29_chromosome__complete_genome|start=387875|end=399932|strand=mixed	CP039156.1	PICI	R2	001	CP039156.1_Staphylococcus_aureus_strain_WCUH29_chromosome__complete_genome	12058	2246	0.1863	87.473	SDLZ01000003.1_23159_39035	1740	0.1443	85.363	2	5
CP039992.1|PICI|R1|core|batch=001|record=CP039992.1_Staphylococcus_aureus_strain_Lr3_chromosome__complete_genome|start=812632|end=824376|strand=mixed	CP039992.1	PICI	R1	001	CP039992.1_Staphylococcus_aureus_strain_Lr3_chromosome__complete_genome	11745	2128	0.1812	91.077	CP000255.1_881837_895809	1892	0.1611	93.734	2	4
CP040625.1|PICI|R1|core|batch=001|record=CP040625.1_Staphylococcus_aureus_strain_JKD6004-DR_chromosome__complete_genome|start=866564|end=878509|strand=mixed	CP040625.1	PICI	R1	001	CP040625.1_Staphylococcus_aureus_strain_JKD6004-DR_chromosome__complete_genome	11946	1228	0.1028	77.654	CP000255.1_881837_895809	740	0.0619	80.155	2	5
CP042408.1|PICI|R1|core|batch=001|record=CP042408.1_Lactococcus_lactis_strain_CBA3619_chromosome__complete_genome|start=2132424|end=2145755|strand=mixed	CP042408.1	PICI	R1	001	CP042408.1_Lactococcus_lactis_strain_CBA3619_chromosome__complete_genome	13332	816	0.0612	85.809	CP002365.1_1723782_1733895	458	0.0344	83.189	7	9
CP042408.1|PICI|R2|core|batch=001|record=CP042408.1_Lactococcus_lactis_strain_CBA3619_chromosome__complete_genome|start=2143069|end=2151712|strand=mixed	CP042408.1	PICI	R2	001	CP042408.1_Lactococcus_lactis_strain_CBA3619_chromosome__complete_genome	8644	4278	0.4949	88.683	AE005176.1_502595_517773	2832	0.3276	93.693	8	24
CP059048.1|PICI|R1|core|batch=001|record=CP059048.1_Lactococcus_lactis_strain_LAC460_chromosome__complete_genome|start=2128743|end=2138076|strand=mixed	CP059048.1	PICI	R1	001	CP059048.1_Lactococcus_lactis_strain_LAC460_chromosome__complete_genome	9334	4223	0.4524	81.873	AM406671.1_32370_51783	2672	0.2863	82.658	8	41
CP059048.1|PICI|R2|core|batch=001|record=CP059048.1_Lactococcus_lactis_strain_LAC460_chromosome__complete_genome|start=2137142|end=2150384|strand=mixed	CP059048.1	PICI	R2	001	CP059048.1_Lactococcus_lactis_strain_LAC460_chromosome__complete_genome	13243	5797	0.4377	84.215	AM406671.1_32370_51783	3150	0.2379	85.777	8	47
CP059049.1|PICI|R1|core|batch=001|record=CP059049.1_Lactococcus_lactis_strain_N8_chromosome__complete_genome|start=1065943|end=1069673|strand=mixed	CP059049.1	PICI	R1	001	CP059049.1_Lactococcus_lactis_strain_N8_chromosome__complete_genome	3731	339	0.0909	91.471	AE005176.1_502595_517773	339	0.0909	91.471	1	1
